역번호,지역,노선명,철도운영기관,역명,주소,위도,경도,1월 승차이용객수,1월 하차이용객수
0097,경기,1호선,한국철도공사,연천,경기도 연천군 연천읍 연천로 273-7(차탄리),38.100485,127.07368,851,809
0098,경기,1호선,한국철도공사,전곡,경기도 연천군 전곡읍 전곡역로 75(전곡리),38.024041,127.071913,1114,1026
0099,경기,1호선,한국철도공사,청산,경기도 연천군 청산면 초성리 170-1,37.995138,127.074097,133,108
0100,경기,1호선,한국철도공사,소요산,경기도 동두천시 평화로 2925(상봉암동 126),37.948608,127.061007,1548,1562
0101,경기,1호선,한국철도공사,동두천,경기도 동두천시 평화로 2687(동두천동 245-210),37.927569,127.054825,1438,1397
0102,경기,1호선,한국철도공사,보산,경기도 동두천시 평화로 2539(보산동),37.914268,127.057134,1366,1301
0103,경기,1호선,한국철도공사,동두천중앙,경기도 동두천시 동두천로 228(생연동 682),37.901818,127.056528,2533,2438
0104,경기,1호선,한국철도공사,지행,경기도 동두천시 평화로 2285(지행동),37.892361,127.055734,5733,5750
0105,경기,1호선,한국철도공사,덕정,경기도 양주시 화합로 1356,37.843216,127.061511,5198,4910
0106,경기,1호선,한국철도공사,덕계,경기도 양주시 고덕로 139번길 317,37.818761,127.056676,5594,5253
0107,경기,1호선,한국철도공사,양주,경기도 양주시 평화로 919(남방동 94-1),37.774281,127.044719,6192,5971
0108,경기,1호선,한국철도공사,녹양,경기도 의정부시 평화로 757(녹양동 973),37.759416,127.042272,3873,3714
0109,경기,1호선,한국철도공사,가능,경기도 의정부시 평화로 633,37.748362,127.044251,5693,5503
0110,경기,1호선,한국철도공사,의정부,경기도 의정부시 평화로 525,37.73873,127.045891,17846,18052
0111,경기,1호선,한국철도공사,회룡,경기도 의정부시 평화로 363,37.724037,127.047319,11964,11706
0112,경기,1호선,한국철도공사,망월사,경기도 의정부시 평화로 221,37.710499,127.047361,6786,6896
0113,서울,1호선,한국철도공사,도봉산,서울시 도봉구 도봉로 964-33,37.689603,127.046047,6795,4386
0114,서울,1호선,한국철도공사,도봉,서울시 도봉구 도봉로 170길 2,37.679441,127.045521,5360,5137
0115,서울,1호선,한국철도공사,방학,서울시 도봉구 도봉로 150다길 3,37.667471,127.044295,9337,9154
0116,서울,1호선,한국철도공사,창동,서울시 도봉구 마들로 11길 77(창1동 135-86),37.653181,127.047663,5,0
0117,서울,1호선,한국철도공사,녹천,서울시 도봉구 덕릉로 376(창동),37.644599,127.051406,4001,3416
0118,서울,1호선,한국철도공사,월계,서울시 노원구 월계로 53길 40(월계2동 261),37.633114,127.058835,5665,5292
0119,서울,1호선,한국철도공사,광운대,서울특별시 노원구 석계로 98-2,37.623632,127.061835,7735,7414
0120,서울,1호선,한국철도공사,석계,서울시 노원구 화랑로 341(월계동 36-4),37.615206,127.065594,6777,7321
0121,서울,1호선,한국철도공사,신이문,서울시 동대문구 한천로 472(이문로 7),37.601829,127.067347,7756,7239
0122,서울,1호선,한국철도공사,외대앞,서울시 동대문구 휘경로 27(이문동 360-5),37.596157,127.063572,10201,10000
0123,서울,1호선,한국철도공사,회기,서울시 동대문구 회기로196(휘경동 317-101),37.589602,127.057936,23581,22554
0124,서울,1호선,서울교통공사,청량리,서울특별시 동대문구 왕산로 지하205(전농동),37.580148,127.045063,22754,22548
0125,서울,1호선,서울교통공사,제기동,서울특별시 동대문구 왕산로 지하93(제기동),37.578116,127.034902,15449,15859
0126,서울,1호선,서울교통공사,신설동,서울특별시 동대문구 왕산로 지하1(신설동),37.576117,127.02471,13475,12999
0127,서울,1호선,서울교통공사,동묘앞,서울특별시 종로구 종로 359(숭인동),37.573265,127.016459,9606,9792
0128,서울,1호선,서울교통공사,동대문,서울특별시 종로구 종로 지하302(창신동),37.571646,127.01069,11800,11316
0129,서울,1호선,서울교통공사,종로5가,서울특별시 종로구 종로 지하216(종로5가),37.570971,127.0019,22945,22307
0130,서울,1호선,서울교통공사,종로3가,서울특별시 종로구 종로 지하129(종로3가),37.570429,126.992095,24491,22402
0131,서울,1호선,서울교통공사,종각,서울특별시 종로구 종로 지하55(종로1가),37.570203,126.983116,39239,37802
0132,서울,1호선,서울교통공사,시청,서울특별시 중구 세종대로 지하101(정동),37.565211,126.977207,14857,14403
0133,서울,1호선,서울교통공사,서울역,서울특별시 중구 세종대로 지하2(남대문로 5가),37.55585,126.972103,70805,66563
1002,서울,1호선,한국철도공사,남영,서울시 용산구 한강대로 77길 25(갈월동),37.540597,126.971171,8648,8979
1003,서울,1호선,한국철도공사,용산,서울시 용산구 한강대로 23길 55(한강로 3가 40-999),37.52989,126.964775,46517,46610
1004,서울,1호선,한국철도공사,노량진,서울시 동작구 노량진로 151,37.514072,126.941671,8647,8779
1005,서울,1호선,한국철도공사,대방,서울시 영등포구 여의대방로 300,37.513392,126.926407,9196,10288
1006,서울,1호선,한국철도공사,신길,서울시 영등포구 영등포로 327,37.517018,126.917743,7862,6967
1007,서울,1호선,한국철도공사,영등포,서울시 영등포구 경인로 846(영등포동 1가 618-496),37.515756,126.907411,42038,42311
1008,서울,1호선,한국철도공사,신도림,서울시 구로구 새말로 117-21,37.508983,126.891513,3464,3783
1009,서울,1호선,한국철도공사,구로,서울시 구로구 구로중앙로 174,37.503178,126.882037,15761,15962
1010,서울,1호선,한국철도공사,구일,서울시 구로구 구일로 133,37.495973,126.869201,6512,6690
1011,서울,1호선,한국철도공사,개봉,서울시 구로구 경인로 40길 47,37.494698,126.858504,20917,20721
1012,서울,1호선,한국철도공사,오류동,서울시 구로구 경인로 20길 13,37.4944,126.844551,10563,9954
1013,서울,1호선,한국철도공사,온수,서울시 구로구 부일로 872,37.492267,126.823399,5339,5084
1014,경기,1호선,한국철도공사,역곡,경기도 부천시 원미구 역곡로 1(역곡동),37.48514,126.811622,22701,22773
1015,경기,1호선,한국철도공사,소사,경기도 부천시 소사구 경인로 363,37.482755,126.795654,7287,6949
1016,경기,1호선,한국철도공사,부천,경기도 부천시 소사구 부천로 1,37.484066,126.782779,29198,29315
1017,경기,1호선,한국철도공사,중동,경기도 부천시 소사구 중동로 73,37.486664,126.764474,7879,7243
1018,경기,1호선,한국철도공사,송내,경기도 부천시 소사구 송내대로 43,37.487626,126.753045,22845,22429
1019,인천,1호선,한국철도공사,부개,인천시 부평구 수변로 22,37.488479,126.740549,7555,7109
1020,인천,1호선,한국철도공사,부평,인천시 부평구 광장로 16,37.489457,126.724584,27791,29123
1021,인천,1호선,한국철도공사,백운,인천시 부평구 마장로 55번길 14,37.483301,126.707179,6209,6001
1022,인천,1호선,한국철도공사,동암,인천시 부평구 동암광장로 10,37.470835,126.703016,13874,14006
1023,인천,1호선,한국철도공사,간석,인천시 남동구 석정로 522-14,37.464689,126.693408,5186,4908
1024,인천,1호선,한국철도공사,주안,인천시 남구 주안로 95-19,37.465041,126.680702,16246,14450
1025,인천,1호선,한국철도공사,도화,인천시 남구 숙골로 24번길 9,37.466154,126.66846,3503,3270
1026,인천,1호선,한국철도공사,제물포,인천시 남구 경인로 129,37.466809,126.657165,9110,8747
1027,인천,1호선,한국철도공사,도원,인천시 동구 참외전로 245,37.468604,126.642824,2698,2741
1028,인천,1호선,한국철도공사,동인천,인천시 중구 참외전로 119,37.475414,126.632598,12095,11377
1029,인천,1호선,한국철도공사,인천,인천시 중구 제물량로 269,37.476364,126.616936,3093,2548
1702,서울,1호선,한국철도공사,가산디지털단지,서울시 금천구 벚꽃로 309,37.481568,126.882628,14738,17263
1703,서울,1호선,한국철도공사,독산,서울시 금천구 벚꽃로 115,37.465994,126.889508,14798,15048
1704,서울,1호선,한국철도공사,금천구청,서울시 금천구 시흥대로 63길 91,37.45576,126.894344,9839,10040
1704-1,경기,1호선,한국철도공사,광명,경기도 광명시 광명역로 21,37.415995,126.884523,3596,3006
1705,경기,1호선,한국철도공사,석수,경기도 안양시 만안구 경수대로 1431,37.435161,126.902233,7303,6748
1706,경기,1호선,한국철도공사,관악,경기도 안양시 만안구 경수대로 1273번길 46,37.419578,126.908476,6396,6254
1707,경기,1호선,한국철도공사,안양,경기도 안양시 만안구 만안로 232,37.401929,126.922647,20052,19821
1708,경기,1호선,한국철도공사,명학,경기도 안양시 만안구 만안로 20,37.384435,126.935579,7262,7118
1709,경기,1호선,한국철도공사,금정,경기도 군포시 군포로 750,37.371957,126.943411,25758,26179
1710,경기,1호선,한국철도공사,군포,경기도 군포시 군포역1길 27,37.353732,126.948517,6011,5874
1711,경기,1호선,한국철도공사,당정,경기도 군포시 당정역로 91,37.34338,126.948388,5278,5045
1712,경기,1호선,한국철도공사,의왕,경기도 의왕시 철도박물관로 66(삼동),37.320648,126.948099,8108,7995
1713,경기,1호선,한국철도공사,성균관대,경기도 수원시 장안구 서부로 2149,37.300344,126.970861,13681,13465
1714,경기,1호선,한국철도공사,화서,경기도 수원시 팔달구 덕영대로 692,37.28399,126.989581,10408,10176
1715,경기,1호선,한국철도공사,수원,경기도 수원시 팔달구 덕영대로 924,37.266162,126.999821,37164,38722
1716,경기,1호선,한국철도공사,세류,경기도 수원시 권선구 정조로 393-1,37.244102,127.013772,3200,2998
1717,경기,1호선,한국철도공사,병점,경기도 화성시 떡전골로 97,37.206821,127.033268,13512,13474
1717-1,경기,1호선,한국철도공사,서동탄,경기도 오산시 외삼미로 15번길 75-60,37.195675,127.051893,1294,1096
1718,경기,1호선,한국철도공사,세마,경기도 오산시 세마역로 88,37.187288,127.043279,3057,2905
1719,경기,1호선,한국철도공사,오산대,경기도 오산시 청학로 236,37.169401,127.063081,3345,3072
1720,경기,1호선,한국철도공사,오산,경기도 오산시 오산동 역광장로 59,37.145472,127.066708,9647,9638
1721,경기,1호선,한국철도공사,진위,경기도 평택시 경기대로 1855,37.109771,127.062342,1423,1291
1722,경기,1호선,한국철도공사,송탄,경기도 평택시 신장동 송탄공원로 43,37.075376,127.054397,3997,3923
1723,경기,1호선,한국철도공사,서정리,경기도 평택시 탄현로 51,37.056459,127.052844,7610,7247
1724,경기,1호선,한국철도공사,평택지제,경기도 평택시 경기대로 777,37.018822,127.070269,4132,3862
1725,경기,1호선,한국철도공사,평택,경기도 평택시 평택로 51,36.990559,127.085496,11843,11609
1726,충남,1호선,한국철도공사,성환,충남 천안시 서북구 성환읍 성환1로 237-5(성환리 449-128),36.915781,127.127007,3456,3371
1727,충남,1호선,한국철도공사,직산,충남 천안시 서북구 직산읍 천안대로 1471-33,36.870921,127.143774,919,897
1728,충남,1호선,한국철도공사,두정,충남 천안시 서북구 두정로 289(두정동 84-1),36.833791,127.148905,6378,6478
1729,충남,1호선,한국철도공사,천안,충남 천안시 동남구 대흥로 239(대흥동 57-1),36.810238,127.146417,5777,5865
1730,충남,1호선,한국철도공사,봉명,충남 천안시 동남구 차돌로 51(봉명동 20-2),36.801578,127.136319,1178,1183
1731,충남,1호선,한국철도공사,쌍용,충청남도 천안시 서북구 쌍용19로 20 _x000D_,36.793745,127.121363,2082,1985
1732,충남,1호선,한국철도공사,아산,충남 아산시 배방읍 희망로 90(장재리 325-3),36.792195,127.104384,3588,3174
1733,충남,1호선,한국철도공사,탕정,충청남도 아산시 탕정면 매곡중앙6로 11,36.788272,127.084446,1848,1693
1734,충남,1호선,한국철도공사,배방,충남 아산시 배방읍 온천대로 1967,36.777541,127.052751,1228,1206
1735,충남,1호선,한국철도공사,온양온천,충남 아산시 온천대로 1496(온천동 56-9),36.780419,127.003707,4816,4849
1736,충남,1호선,한국철도공사,신창,충남 아산시 신창면 행목로 50,36.769213,126.950129,1021,975
0201,서울,2호선,서울교통공사,시청,서울특별시 중구 서소문로 지하127(서소문동),37.563534,126.975271,14857,14403
0202,서울,2호선,서울교통공사,을지로입구,서울특별시 중구 을지로 지하42(을지로1가),37.565998,126.982569,48932,50236
0203,서울,2호선,서울교통공사,을지로3가,서울특별시 중구 을지로 지하106(을지로3가),37.566292,126.990873,23969,24221
0204,서울,2호선,서울교통공사,을지로4가,서울특별시 중구 을지로 지하178(을지로4가),37.566611,126.997622,13601,13353
0205,서울,2호선,서울교통공사,동대문역사문화공원,서울특별시 중구 을지로 지하279(을지로7가),37.565609,127.009083,14207,16207
0206,서울,2호선,서울교통공사,신당,서울특별시 중구 퇴계로 지하431-1(신당동),37.565675,127.0194259,14476,15171
0207,서울,2호선,서울교통공사,상왕십리,서울특별시 성동구 왕십리로 지하374(하왕십리동),37.564444,127.029322,13490,13401
0208,서울,2호선,서울교통공사,왕십리,서울특별시 성동구 왕십리로 지하300(행당동),37.561289,127.0370615,15178,14089
0209,서울,2호선,서울교통공사,한양대,서울특별시 성동구 왕십리로 206(행당동),37.555758,127.0436594,8222,8670
0210,서울,2호선,서울교통공사,뚝섬,서울특별시 성동구 아차산로 18(성수동1가),37.54718,127.047413,22675,23905
0211,서울,2호선,서울교통공사,성수,서울특별시 성동구 아차산로 100(성수동2가),37.544628,127.055983,50218,53283
0212,서울,2호선,서울교통공사,건대입구,서울특별시 광진구 아차산로 243(화양동),37.540408,127.069231,36462,38096
0213,서울,2호선,서울교통공사,구의,서울특별시 광진구 아차산로 384-1(구의동),37.537157,127.0862124,26735,26360
0214,서울,2호선,서울교통공사,강변,서울특별시 광진구 강변역로 53(구의동),37.535161,127.094684,25977,23663
0215,서울,2호선,서울교통공사,잠실나루,서울특별시 송파구 오금로 20(신천동),37.520688,127.103836,13418,12981
0216,서울,2호선,서울교통공사,잠실,서울특별시 송파구 올림픽로 지하265(신천동),37.513305,127.100129,77418,74732
0217,서울,2호선,서울교통공사,잠실새내,서울특별시 송파구 올림픽로 지하140(잠실동),37.511653,127.086224,22273,21946
0218,서울,2호선,서울교통공사,종합운동장,서울특별시 송파구 올림픽로 지하23(잠실동),37.511128,127.073841,6808,6766
0219,서울,2호선,서울교통공사,삼성,서울특별시 강남구 테헤란로 지하538(삼성동),37.508827,127.063203,51592,50771
0220,서울,2호선,서울교통공사,선릉,서울특별시 강남구 테헤란로 지하340(삼성동),37.504477,127.048974,52545,45890
0221,서울,2호선,서울교통공사,역삼,서울특별시 강남구 테헤란로 지하156(역삼동),37.500658,127.03643,46969,52089
0222,서울,2호선,서울교통공사,강남,서울특별시 강남구 강남대로 지하396(역삼동),37.49805,127.02795,79425,77120
0223,서울,2호선,서울교통공사,교대,서울특별시 서초구 서초대로 지하294(서초동),37.493957,127.014431,28310,33699
0224,서울,2호선,서울교통공사,서초,서울특별시 서초구 서초대로 지하233(서초동),37.49191,127.007685,20363,19846
0225,서울,2호선,서울교통공사,방배,서울특별시 서초구 방배로 지하80(방배동),37.481469,126.997627,14428,14787
0226,서울,2호선,서울교통공사,사당,서울특별시 동작구 남부순환로 지하2089(사당동),37.476536,126.981631,40569,43671
0227,서울,2호선,서울교통공사,낙성대,서울특별시 관악구 남부순환로 지하1928(봉천동),37.47713,126.963583,26298,25625
0228,서울,2호선,서울교통공사,서울대입구,서울특별시 관악구 남부순환로 지하1822(봉천동),37.481233,126.952745,43767,42303
0229,서울,2호선,서울교통공사,봉천,서울특별시 관악구 남부순환로 지하1721(봉천동),37.482416,126.941696,23210,22083
0230,서울,2호선,서울교통공사,신림,서울특별시 관악구 남부순환로 지하1614(신림동),37.484216,126.929573,52827,51982
0231,서울,2호선,서울교통공사,신대방,서울특별시 동작구 대림로 2(신대방동),37.487604,126.913479,23481,22667
0232,서울,2호선,서울교통공사,구로디지털단지,서울특별시 구로구 도림천로 477(구로동),37.4852931,126.901456,53841,53374
0233,서울,2호선,서울교통공사,대림,서울특별시 구로구 도림천로 351(구로동),37.4932826,126.8949793,23071,23565
0234,서울,2호선,서울교통공사,신도림,서울특별시 구로구 새말로 지하 117-21(신도림동),37.508815,126.891222,46065,44319
0235,서울,2호선,서울교통공사,문래,서울특별시 영등포구 당산로 지하28(문래동3가),37.517993,126.894766,21776,22494
0236,서울,2호선,서울교통공사,영등포구청,서울특별시 영등포구 당산로 지하121(당산동3가),37.525766,126.896627,21854,22444
0237,서울,2호선,서울교통공사,당산,서울특별시 영등포구 당산로 229(당산동6가),37.534807,126.902611,16954,19109
0238,서울,2호선,서울교통공사,합정,서울특별시 마포구 양화로 지하55(서교동),37.550025,126.914557,31083,33766
0239,서울,2호선,서울교통공사,홍대입구,서울특별시 마포구 양화로 지하160(동교동),37.556748,126.923643,71351,74894
0240,서울,2호선,서울교통공사,신촌,서울특별시 마포구 신촌로 지하90(노고산동),37.555153,126.93689,36046,36010
0241,서울,2호선,서울교통공사,이대,서울특별시 마포구 신촌로 지하180(염리동),37.556734,126.945897,14700,15665
0242,서울,2호선,서울교통공사,아현,서울특별시 마포구 신촌로 지하270(아현동),37.557407,126.956079,10256,9698
0243,서울,2호선,서울교통공사,충정로,서울특별시 서대문구 서소문로 지하17(충정로3가),37.559742,126.964455,9624,10274
2111,서울,2호선,서울교통공사,용답,서울특별시 성동구 용답길 86(용답동),37.562066,127.05087863,2705,2682
2112,서울,2호선,서울교통공사,신답,서울특별시 성동구 천호대로 232(용답동),37.569847,127.047048,1600,1792
2113,서울,2호선,서울교통공사,용두,서울특별시 동대문구 천호대로 지하129(용두동),37.574012,127.03811,2266,2247
2114,서울,2호선,서울교통공사,신설동,서울특별시 동대문구 왕산로 지하 1(신설동),37.574653,127.025158,3948,3951
2341,서울,2호선,서울교통공사,도림천,서울특별시 구로구 경인로67길 160(신도림동),37.5145589,126.882586,1268,1364
2342,서울,2호선,서울교통공사,양천구청,서울특별시 양천구 목동로3길 지하33(신정동),37.5123294,126.865593,6384,6712
2343,서울,2호선,서울교통공사,신정네거리,서울특별시 양천구 중앙로 지하261(신정동),37.520218,126.852849,9629,9947
2344,서울,2호선,서울교통공사,까치산,서울특별시 강서구 화곡로 108 (화곡동 662-5),37.531768,126.846683,0,0
0309,경기,3호선,한국철도공사,대화,경기도 고양시 일산서구 중앙로 1569(대화동 2221),37.675883,126.747756,9477,7863
0310,경기,3호선,한국철도공사,주엽,경기도 고양시 일산서구 중앙로 1432(주엽동 166-7),37.670138,126.761232,8013,7899
0311,경기,3호선,한국철도공사,정발산,경기도 고양시 일산동구 마두 1동 1123(일산동구 중앙로 1270),37.659709,126.773254,6731,6728
0312,경기,3호선,한국철도공사,마두,경기도 고양시 일산동구 중앙로 지하 1180(마두동),37.652185,126.777641,7083,7155
0313,경기,3호선,한국철도공사,백석,경기도 고양시 일산동구 중앙로 1042,37.642973,126.788109,9442,9596
0314,경기,3호선,한국철도공사,대곡,경기도 고양시 덕양구 대주로 107번길 71-81(대장동 420-1),37.631629,126.811025,9956,8957
0315,경기,3호선,한국철도공사,화정,경기도 고양시 덕양구 화정로 60 화정역,37.634708,126.832503,15638,16320
0316,경기,3호선,한국철도공사,원당,경기도 고양시 덕양구 덕양대로 1429(성사1동 4100-7),37.653103,126.842891,10339,10031
0317,경기,3호선,한국철도공사,원흥,"경기도 고양시 덕양구 권율대로 681 (원흥동, 원흥역) 원흥역",37.650709,126.873239,10211,9707
0318,경기,3호선,한국철도공사,삼송,경기도 고양시 덕양구 삼송로 194,37.653096,126.895559,17848,17292
0319,경기,3호선,서울교통공사,지축,경기도 고양시 덕양구 삼송로 300(지축동),37.648151,126.913751,6848,6905
0319,경기,3호선,한국철도공사,지축,경기도 고양시 덕양구 삼송로 300(지축동),37.648114,126.913746,1,0
0320,서울,3호선,서울교통공사,구파발,서울특별시 은평구 진관2로 지하15-25 (진관동),37.636612,126.918827,20587,19983
0321,서울,3호선,서울교통공사,연신내,서울특별시 은평구 통일로 지하849(갈현동),37.619295,126.920959,35055,33631
0322,서울,3호선,서울교통공사,불광,서울특별시 은평구 통일로 지하723-1(대조동),37.610154,126.930183,15362,16504
0323,서울,3호선,서울교통공사,녹번,서울특별시 은평구 통일로 지하602-1(녹번동),37.600882,126.935758,14029,12988
0324,서울,3호선,서울교통공사,홍제,서울특별시 서대문구 통일로 지하440-1(홍제동),37.588851,126.944092,17149,16477
0325,서울,3호선,서울교통공사,무악재,서울특별시 서대문구 통일로 지하361(홍제동),37.582658,126.950131,3989,3939
0326,서울,3호선,서울교통공사,독립문,서울특별시 서대문구 통일로 지하247(현저동),37.574534,126.957902,7253,7465
0327,서울,3호선,서울교통공사,경복궁,서울특별시 종로구 사직로 지하130(적선동),37.575844,126.973576,22766,22348
0328,서울,3호선,서울교통공사,안국,서울특별시 종로구 율곡로 지하62(안국동),37.576562,126.98547,23322,24046
0329,서울,3호선,서울교통공사,종로3가,서울특별시 종로구 돈화문로 지하30(묘동),37.571537,126.991837,10282,11519
0330,서울,3호선,서울교통공사,을지로3가,서울특별시 중구 을지로 지하129(을지로3가),37.566299,126.992616,12301,11843
0331,서울,3호선,서울교통공사,충무로,서울특별시 중구 퇴계로 지하214(필동2가),37.561382,126.994173,5,0
0332,서울,3호선,서울교통공사,동대입구,서울특별시 중구 동호로 지하256(장충동2가),37.55906,127.005273,9637,10468
0333,서울,3호선,서울교통공사,약수,서울특별시 중구 다산로 지하122(신당동),37.554554,127.010858,12007,11741
0334,서울,3호선,서울교통공사,금호,서울특별시 성동구 동호로 지하104(금호동4가),37.548269,127.015785,7657,7228
0335,서울,3호선,서울교통공사,옥수,서울특별시 성동구 동호로 21(옥수동),37.541653,127.017303,8436,8691
0336,서울,3호선,서울교통공사,압구정,서울특별시 강남구 압구정로 지하172(신사동),37.526169,127.028502,29693,31563
0337,서울,3호선,서울교통공사,신사,서울특별시 강남구 도산대로 지하102(신사동),37.516438,127.020247,26309,27307
0338,서울,3호선,서울교통공사,잠원,서울특별시 서초구 잠원로4길 지하46(잠원동),37.512989,127.011613,6680,6489
0339,서울,3호선,서울교통공사,고속터미널,서울특별시 서초구 신반포로 지하188(반포동),37.504953,127.004916,49961,47255
0340,서울,3호선,서울교통공사,교대,서울특별시 서초구 서초대로 지하294(서초동),37.49306,127.013796,15575,8807
0341,서울,3호선,서울교통공사,남부터미널,서울특별시 서초구 서초중앙로 지하31(서초동),37.48494,127.016289,30118,30008
0342,서울,3호선,서울교통공사,양재,서울특별시 서초구 남부순환로 지하2585(서초동),37.48458,127.03423,34901,36653
0343,서울,3호선,서울교통공사,매봉,서울특별시 강남구 남부순환로 지하2744(도곡동),37.487114,127.046907,11798,11295
0344,서울,3호선,서울교통공사,도곡,서울특별시 강남구 남부순환로 지하2814(도곡동),37.491129,127.055694,5470,5432
0345,서울,3호선,서울교통공사,대치,서울특별시 강남구 남부순환로 지하2952(대치동),37.494601,127.063449,12937,12386
0346,서울,3호선,서울교통공사,학여울,서울특별시 강남구 남부순환로 지하3104(대치동),37.496787,127.0708601,2019,2037
0347,서울,3호선,서울교통공사,대청,서울특별시 강남구 일원로 지하2(일원동),37.493607,127.079526,9730,9234
0348,서울,3호선,서울교통공사,일원,서울특별시 강남구 일원로 지하121(일원동),37.48389,127.08416,10442,10284
0349,서울,3호선,서울교통공사,수서,서울특별시 강남구 광평로 지하270(수서동),37.4875,127.101924,17934,17586
0350,서울,3호선,서울교통공사,가락시장,서울특별시 송파구 송파대로 지하257(가락동),37.492318,127.1177,8708,8550
0351,서울,3호선,서울교통공사,경찰병원,서울특별시 송파구 중대로 지하149(가락동),37.495754,127.124198,7069,7127
0352,서울,3호선,서울교통공사,오금,서울특별시 송파구 오금로 지하321(오금동),37.502288,127.128344,6020,5512
0405,경기,4호선,남양주도시공사,진접,경기도 남양주시 진접읍 경복대로 지하 244,37.720472,127.203167,4422,4071
0406,경기,4호선,남양주도시공사,오남,경기도 남양주시 오남읍 진건오남로 지하 929,37.7054056,127.191644,4822,4678
0408,경기,4호선,남양주도시공사,별내별가람,경기도 남양주시 별내3로 지하 345,37.667833,127.116167,5839,5621
0409,서울,4호선,서울교통공사,불암산,서울특별시 노원구 상계로 305(상계동),37.67009,127.079004,8869,7750
0410,서울,4호선,서울교통공사,상계,서울특별시 노원구 상계로 182(상계동),37.660576,127.073199,17912,16915
0411,서울,4호선,서울교통공사,노원,서울특별시 노원구 상계로 69-1(상계동),37.656274,127.063183,19454,21723
0412,서울,4호선,서울교통공사,창동,서울특별시 도봉구 마들로11길 77(창동),37.653315,127.048304,25995,27190
0413,서울,4호선,서울교통공사,쌍문,서울특별시 도봉구 도봉로 지하 486-1(창동),37.648274,127.034381,27385,25462
0414,서울,4호선,서울교통공사,수유,서울특별시 강북구 도봉로 지하338(수유동),37.637727,127.025371,32141,32542
0415,서울,4호선,서울교통공사,미아,서울특별시 강북구 도봉로 지하198(미아동),37.626435,127.026151,14795,14291
0416,서울,4호선,서울교통공사,미아사거리,서울특별시 강북구 도봉로 지하50(미아동),37.613276,127.030083,24895,24768
0417,서울,4호선,서울교통공사,길음,서울특별시 성북구 동소문로 지하248(길음동),37.603387,127.025053,19872,19518
0418,서울,4호선,서울교통공사,성신여대입구,서울특별시 성북구 동소문로 지하102(동선동4가),37.592882,127.016908,21040,20408
0419,서울,4호선,서울교통공사,한성대입구,서울특별시 성북구 삼선교로 지하1(삼선동1가),37.58838,127.005951,12867,12505
0420,서울,4호선,서울교통공사,혜화,서울특별시 종로구 대학로 지하120(명륜4가),37.582116,127.001929,35989,35989
0421,서울,4호선,서울교통공사,동대문,서울특별시 종로구 율곡로 지하308(종로6가),37.57099,127.00925,17693,18445
0422,서울,4호선,서울교통공사,동대문역사문화공원,서울특별시 중구 장충단로 지하230(광희동2가),37.565141,127.007808,19098,16669
0423,서울,4호선,서울교통공사,충무로,서울특별시 중구 퇴계로 지하214(필동2가),37.561352,126.994573,27460,28397
0424,서울,4호선,서울교통공사,명동,서울특별시 중구 퇴계로 지하126(충무로2가),37.560955,126.986271,33393,35398
0425,서울,4호선,서울교통공사,회현,서울특별시 중구 퇴계로 지하54(남창동),37.558698,126.978346,25996,27259
0426,서울,4호선,서울교통공사,서울역,서울특별시 용산구 한강대로 지하392(동자동),37.553172,126.972706,11670,21784
0427,서울,4호선,서울교통공사,숙대입구,서울특별시 용산구 한강대로 지하306(갈월동),37.5447834,126.9721,13728,13578
0428,서울,4호선,서울교통공사,삼각지,서울특별시 용산구 한강대로 지하180(한강로1가),37.534457,126.972992,6786,7939
0429,서울,4호선,서울교통공사,신용산,서울특별시 용산구 한강대로 지하112(한강로2가),37.52919,126.96858,21766,23467
0430,서울,4호선,서울교통공사,이촌,서울특별시 용산구 서빙고로 지하83(용산동5가),37.522271,126.973417,11044,11672
0431,서울,4호선,서울교통공사,동작,서울특별시 동작구 현충로 257(동작동),37.503567,126.980171,1625,1660
0432,서울,4호선,서울교통공사,총신대입구,서울특별시 동작구 동작대로 지하117(사당동),37.487521,126.982309,18538,20056
0433,서울,4호선,서울교통공사,사당,서울특별시 동작구 동작대로 지하3(사당동),37.476263,126.981636,24672,22213
0434,서울,4호선,서울교통공사,남태령,서울특별시 서초구 과천대로 지하816(방배동),37.464339,126.989081,1302,1053
1450,경기,4호선,한국철도공사,선바위,경기도 과천시 중앙로 440,37.451854,127.002164,6743,5888
1451,경기,4호선,한국철도공사,경마공원,경기도 과천시 경마공원대로 105,37.443987,127.007899,5211,5199
1452,경기,4호선,한국철도공사,대공원,경기도 과천시 대공원로 50,37.435724,127.006474,2276,2346
1453,경기,4호선,한국철도공사,과천,경기도 과천시 별양로 지하 177,37.432785,126.996542,4825,4499
1454,경기,4호선,한국철도공사,정부과천청사,경기도 과천시 중앙로 지하 100,37.426445,126.989802,12178,12776
1455,경기,4호선,한국철도공사,인덕원,경기도 안양시 동안구 흥안대로 529,37.401901,126.976718,23929,24406
1456,경기,4호선,한국철도공사,평촌,경기도 안양시 동안구 부림로 지하 123,37.394346,126.963881,16245,15843
1457,경기,4호선,한국철도공사,범계,경기도 안양시 동안구 동안로 지하 130,37.389783,126.950752,26766,26763
1708,경기,4호선,한국철도공사,금정,경기도 군포시 군포로 750,37.371957,126.943611,25758,26179
1750,경기,4호선,한국철도공사,산본,경기도 군포시 번영로 504,37.358019,126.932969,15172,16145
